timedelta,dst
1294 days 23:00:00,5.0
1295 days 00:00:00,6.0
1297 days 15:00:00,-16.0
1297 days 16:00:00,-15.0
1300 days 07:00:00,-40.0
1300 days 08:00:00,-37.0
1302 days 23:00:00,-9.0
1303 days 00:00:00,-6.0
1305 days 15:00:00,-20.0
1305 days 16:00:00,-18.0
1308 days 07:00:00,-6.0
1308 days 08:00:00,-7.0
1310 days 23:00:00,-8.0
1311 days 00:00:00,-4.0
1313 days 15:00:00,-4.0
1313 days 16:00:00,-15.0
1316 days 07:00:00,-15.0
1316 days 08:00:00,-13.0
1318 days 23:00:00,-19.0
1319 days 00:00:00,-21.0
1321 days 15:00:00,-8.0
1321 days 16:00:00,-8.0
1324 days 07:00:00,10.0
1324 days 08:00:00,8.0
1326 days 23:00:00,18.0
1327 days 00:00:00,21.0
1329 days 15:00:00,-13.0
1329 days 16:00:00,-10.0
1332 days 07:00:00,-5.0
1332 days 08:00:00,-3.0
1334 days 23:00:00,-1.0
1335 days 00:00:00,3.0
1337 days 15:00:00,-8.0
1337 days 16:00:00,-10.0
1340 days 07:00:00,3.0
1340 days 08:00:00,5.0
1342 days 23:00:00,-22.0
1343 days 00:00:00,-19.0
1345 days 15:00:00,-11.0
1345 days 16:00:00,-9.0
1348 days 07:00:00,-8.0
1348 days 08:00:00,-5.0
1350 days 23:00:00,-7.0
1351 days 00:00:00,-10.0
1353 days 15:00:00,1.0
1353 days 16:00:00,1.0
1356 days 07:00:00,0.0
1356 days 08:00:00,-2.0
1358 days 23:00:00,-14.0
1359 days 00:00:00,-16.0
1361 days 15:00:00,-5.0
1361 days 16:00:00,-1.0
1364 days 07:00:00,-19.0
1364 days 08:00:00,-17.0
1366 days 23:00:00,1.0
1367 days 00:00:00,-1.0
1369 days 15:00:00,-36.0
1369 days 16:00:00,-43.0
1372 days 07:00:00,-30.0
1372 days 08:00:00,-30.0
1374 days 23:00:00,-23.0
1375 days 00:00:00,-21.0
1377 days 15:00:00,-31.0
1377 days 16:00:00,-32.0
1380 days 07:00:00,-20.0
1380 days 08:00:00,-22.0
1382 days 23:00:00,-2.0
1383 days 00:00:00,-1.0
1385 days 15:00:00,0.0
1385 days 16:00:00,0.0
1388 days 07:00:00,2.0
1388 days 08:00:00,1.0
1390 days 23:00:00,-35.0
1391 days 00:00:00,-35.0
1393 days 15:00:00,-5.0
1393 days 16:00:00,-7.0
1396 days 07:00:00,-32.0
1396 days 08:00:00,-33.0
1398 days 23:00:00,-38.0
1399 days 00:00:00,-31.0
1401 days 15:00:00,-9.0
1401 days 16:00:00,-11.0
1404 days 07:00:00,3.0
1404 days 08:00:00,3.0
1406 days 23:00:00,-11.0
1407 days 00:00:00,-12.0
1409 days 15:00:00,15.0
1409 days 16:00:00,16.0
1412 days 07:00:00,6.0
1412 days 08:00:00,7.0
1414 days 23:00:00,0.0
1415 days 00:00:00,2.0
1417 days 15:00:00,9.0
1417 days 16:00:00,15.0
1420 days 07:00:00,-7.0
1420 days 08:00:00,-5.0
1422 days 23:00:00,-43.0
1423 days 00:00:00,-36.0
1425 days 15:00:00,-15.0
1425 days 16:00:00,-14.0
1428 days 07:00:00,-7.0
1428 days 08:00:00,-12.0
1430 days 23:00:00,9.0
1431 days 00:00:00,9.0
1433 days 15:00:00,6.0
1433 days 16:00:00,6.0
1436 days 07:00:00,1.0
1436 days 08:00:00,3.0
1438 days 23:00:00,11.0
1439 days 00:00:00,14.0
1441 days 15:00:00,7.0
1441 days 16:00:00,5.0
1444 days 07:00:00,26.0
1444 days 08:00:00,26.0
1446 days 23:00:00,5.0
1447 days 00:00:00,3.0
1449 days 15:00:00,-31.0
1449 days 16:00:00,-31.0
1452 days 07:00:00,-13.0
1452 days 08:00:00,-10.0
1454 days 23:00:00,-4.0
1455 days 00:00:00,-4.0
1457 days 15:00:00,-74.0
1457 days 16:00:00,-71.0
1460 days 07:00:00,-14.0
1460 days 08:00:00,-13.0
1462 days 23:00:00,-4.0
1463 days 00:00:00,-4.0
1465 days 15:00:00,7.0
1465 days 16:00:00,9.0
1468 days 07:00:00,2.0
1468 days 08:00:00,3.0
1470 days 23:00:00,6.0
1471 days 00:00:00,7.0
1473 days 15:00:00,-1.0
1473 days 16:00:00,-1.0
1476 days 07:00:00,30.0
1476 days 08:00:00,18.0
1478 days 23:00:00,-12.0
1479 days 00:00:00,-12.0
1481 days 15:00:00,-9.0
1481 days 16:00:00,-9.0
1484 days 07:00:00,-7.0
1484 days 08:00:00,-2.0
1486 days 23:00:00,-2.0
1487 days 00:00:00,-5.0
1489 days 15:00:00,0.0
1489 days 16:00:00,0.0
1492 days 07:00:00,-20.0
1492 days 08:00:00,-20.0
1494 days 23:00:00,-6.0
1495 days 00:00:00,-5.0
1497 days 15:00:00,-1.0
1497 days 16:00:00,-2.0
1500 days 07:00:00,-25.0
1500 days 08:00:00,-21.0
1502 days 23:00:00,-5.0
1503 days 00:00:00,-6.0
1505 days 15:00:00,7.0
1505 days 16:00:00,5.0
1508 days 07:00:00,-37.0
1508 days 08:00:00,-37.0
1510 days 23:00:00,-11.0
1511 days 00:00:00,-11.0
1513 days 15:00:00,-19.0
1513 days 16:00:00,-22.0
1516 days 07:00:00,-18.0
1516 days 08:00:00,-16.0
1518 days 23:00:00,-13.0
1519 days 00:00:00,-14.0
1521 days 15:00:00,-5.0
1521 days 16:00:00,-3.0
1524 days 07:00:00,5.0
1524 days 08:00:00,5.0
1526 days 23:00:00,-14.0
1527 days 00:00:00,-14.0
1529 days 15:00:00,10.0
1529 days 16:00:00,7.0
1532 days 07:00:00,1.0
1532 days 08:00:00,5.0
1534 days 23:00:00,4.0
1535 days 00:00:00,-1.0
1537 days 15:00:00,8.0
1537 days 16:00:00,8.0
1540 days 07:00:00,-17.0
1540 days 08:00:00,-35.0
1542 days 23:00:00,0.0
1543 days 00:00:00,-1.0
1545 days 15:00:00,-13.0
1545 days 16:00:00,-11.0
1548 days 07:00:00,-2.0
1548 days 08:00:00,-2.0
1550 days 23:00:00,-4.0
1551 days 00:00:00,-4.0
1553 days 15:00:00,-12.0
1553 days 16:00:00,-9.0
1556 days 07:00:00,13.0
1556 days 08:00:00,15.0
1558 days 23:00:00,13.0
1559 days 00:00:00,40.0
1561 days 15:00:00,-40.0
1561 days 16:00:00,-40.0
1564 days 07:00:00,15.0
1564 days 08:00:00,14.0
1566 days 23:00:00,-20.0
1567 days 00:00:00,-27.0
1569 days 15:00:00,-13.0
1569 days 16:00:00,-23.0
1572 days 07:00:00,-4.0
1572 days 08:00:00,-1.0
1574 days 23:00:00,-1.0
1575 days 00:00:00,-1.0
1577 days 15:00:00,9.0
1577 days 16:00:00,8.0
1580 days 07:00:00,-49.0
1580 days 08:00:00,-50.0
1582 days 23:00:00,-14.0
1583 days 00:00:00,-30.0
1585 days 15:00:00,-10.0
1585 days 16:00:00,-11.0
1588 days 07:00:00,-5.0
1588 days 08:00:00,-7.0
1590 days 23:00:00,1.0
1591 days 00:00:00,-1.0
1593 days 15:00:00,-17.0
1593 days 16:00:00,-21.0
1596 days 07:00:00,-32.0
1596 days 08:00:00,-30.0
1598 days 23:00:00,-12.0
1599 days 00:00:00,-11.0
1601 days 15:00:00,-9.0
1601 days 16:00:00,-15.0
1604 days 07:00:00,-9.0
1604 days 08:00:00,-7.0
1606 days 23:00:00,-20.0
1607 days 00:00:00,-10.0
1609 days 15:00:00,-9.0
1609 days 16:00:00,-9.0
1612 days 07:00:00,-5.0
1612 days 08:00:00,-4.0
1614 days 23:00:00,8.0
1615 days 00:00:00,0.0
1617 days 15:00:00,-2.0
1617 days 16:00:00,-5.0
1620 days 07:00:00,9.0
1620 days 08:00:00,-1.0
1622 days 23:00:00,-28.0
1623 days 00:00:00,-23.0
1625 days 15:00:00,-15.0
1625 days 16:00:00,-18.0
1628 days 07:00:00,-28.0
1628 days 08:00:00,-29.0
1630 days 23:00:00,-12.0
1631 days 00:00:00,-12.0
1633 days 15:00:00,14.0
1633 days 16:00:00,18.0
1636 days 07:00:00,-11.0
1636 days 08:00:00,-13.0
1638 days 23:00:00,-6.0
1639 days 00:00:00,-5.0
1641 days 15:00:00,-1.0
1641 days 16:00:00,0.0
1644 days 07:00:00,-2.0
1644 days 08:00:00,-2.0
1646 days 23:00:00,2.0
1647 days 00:00:00,4.0
1649 days 15:00:00,-20.0
1649 days 16:00:00,-23.0
1652 days 07:00:00,-4.0
1652 days 08:00:00,-3.0
1654 days 23:00:00,6.0
1655 days 00:00:00,-2.0
1657 days 15:00:00,-3.0
1657 days 16:00:00,-4.0
1660 days 07:00:00,-8.0
1660 days 08:00:00,-3.0
1662 days 23:00:00,-21.0
1663 days 00:00:00,-18.0
1665 days 15:00:00,7.0
1665 days 16:00:00,6.0
1668 days 07:00:00,-9.0
1668 days 08:00:00,-9.0
1670 days 23:00:00,-3.0
1671 days 00:00:00,-1.0
1673 days 15:00:00,0.0
1673 days 16:00:00,-4.0
1676 days 07:00:00,-12.0
1676 days 08:00:00,-10.0
1678 days 23:00:00,-7.0
1679 days 00:00:00,-6.0
1681 days 15:00:00,3.0
1681 days 16:00:00,2.0
1684 days 07:00:00,-7.0
1684 days 08:00:00,-7.0
1686 days 23:00:00,0.0
1687 days 00:00:00,-1.0
1689 days 15:00:00,-8.0
1689 days 16:00:00,-6.0
1692 days 07:00:00,2.0
1692 days 08:00:00,3.0
1694 days 23:00:00,-4.0
1695 days 00:00:00,-4.0
1697 days 15:00:00,-7.0
1697 days 16:00:00,-8.0
1700 days 07:00:00,-12.0
1700 days 08:00:00,-15.0
1702 days 23:00:00,2.0
1703 days 00:00:00,1.0
1705 days 15:00:00,-12.0
1705 days 16:00:00,-9.0
1708 days 07:00:00,1.0
1708 days 08:00:00,-5.0
1710 days 23:00:00,-2.0
1711 days 00:00:00,-1.0
1713 days 15:00:00,1.0
1713 days 16:00:00,1.0
1716 days 07:00:00,-4.0
1716 days 08:00:00,-6.0
1718 days 23:00:00,-7.0
1719 days 00:00:00,-8.0
1721 days 15:00:00,-7.0
1721 days 16:00:00,-4.0
1724 days 07:00:00,-18.0
1724 days 08:00:00,-23.0
1726 days 23:00:00,-4.0
1727 days 00:00:00,-8.0
1729 days 15:00:00,-13.0
1729 days 16:00:00,-12.0
1732 days 07:00:00,-19.0
1732 days 08:00:00,-22.0
1734 days 23:00:00,-14.0
1735 days 00:00:00,-10.0
1737 days 15:00:00,-7.0
1737 days 16:00:00,-5.0
1740 days 07:00:00,4.0
1740 days 08:00:00,4.0
1742 days 23:00:00,15.0
1743 days 00:00:00,-7.0
1745 days 15:00:00,-4.0
1745 days 16:00:00,-4.0
1748 days 07:00:00,-14.0
1748 days 08:00:00,-10.0
1750 days 23:00:00,-15.0
1751 days 00:00:00,-19.0
1753 days 15:00:00,-20.0
1753 days 16:00:00,-17.0
1756 days 07:00:00,-9.0
1756 days 08:00:00,-7.0
1758 days 23:00:00,-15.0
1759 days 00:00:00,-12.0
1761 days 15:00:00,-11.0
1761 days 16:00:00,-9.0
1764 days 07:00:00,0.0
1764 days 08:00:00,2.0
1766 days 23:00:00,-3.0
1767 days 00:00:00,-6.0
1769 days 15:00:00,7.0
1769 days 16:00:00,4.0
1772 days 07:00:00,9.0
1772 days 08:00:00,13.0
1774 days 23:00:00,-26.0
1775 days 00:00:00,-23.0
1777 days 15:00:00,-9.0
1777 days 16:00:00,-8.0
1780 days 07:00:00,-5.0
1780 days 08:00:00,-4.0
1782 days 23:00:00,-1.0
1783 days 00:00:00,-4.0
1785 days 15:00:00,-35.0
1785 days 16:00:00,-35.0
1788 days 07:00:00,-10.0
1788 days 08:00:00,-7.0
1790 days 23:00:00,-2.0
1791 days 00:00:00,-4.0
1793 days 15:00:00,7.0
1793 days 16:00:00,6.0
1796 days 07:00:00,1.0
1796 days 08:00:00,-1.0
1798 days 23:00:00,3.0
1799 days 00:00:00,1.0
1801 days 15:00:00,-23.0
1801 days 16:00:00,-23.0
1804 days 07:00:00,-17.0
1804 days 08:00:00,-23.0
1806 days 23:00:00,-15.0
1807 days 00:00:00,-14.0
1809 days 15:00:00,-10.0
1809 days 16:00:00,-11.0
1812 days 07:00:00,-15.0
1812 days 08:00:00,-14.0
1814 days 23:00:00,-4.0
1815 days 00:00:00,-5.0
1817 days 15:00:00,-1.0
1817 days 16:00:00,-1.0
1820 days 07:00:00,6.0
1820 days 08:00:00,6.0
1822 days 23:00:00,13.0
1823 days 00:00:00,14.0
1825 days 15:00:00,31.0
1825 days 16:00:00,31.0
1828 days 07:00:00,-19.0
1828 days 08:00:00,-19.0
1830 days 23:00:00,-6.0
1831 days 00:00:00,-7.0
1833 days 15:00:00,0.0
1833 days 16:00:00,1.0
1836 days 07:00:00,-2.0
1836 days 08:00:00,-2.0
1838 days 23:00:00,1.0
1839 days 00:00:00,4.0
1841 days 15:00:00,0.0
1841 days 16:00:00,2.0
1844 days 07:00:00,-18.0
1844 days 08:00:00,-16.0
1846 days 23:00:00,1.0
1847 days 00:00:00,4.0
1849 days 15:00:00,-18.0
1849 days 16:00:00,-18.0
1852 days 07:00:00,-22.0
1852 days 08:00:00,-21.0
1854 days 23:00:00,-11.0
1855 days 00:00:00,-12.0
1857 days 15:00:00,4.0
1857 days 16:00:00,4.0
1860 days 07:00:00,3.0
1860 days 08:00:00,7.0
1862 days 23:00:00,1.0
1863 days 00:00:00,0.0
1865 days 15:00:00,3.0
1865 days 16:00:00,4.0
1868 days 07:00:00,-4.0
1868 days 08:00:00,-3.0
1870 days 23:00:00,-2.0
1871 days 00:00:00,1.0
1873 days 15:00:00,4.0
1873 days 16:00:00,4.0
1876 days 07:00:00,-2.0
1876 days 08:00:00,-11.0
1878 days 23:00:00,9.0
1879 days 00:00:00,8.0
1881 days 15:00:00,-1.0
1881 days 16:00:00,-3.0
1884 days 07:00:00,-9.0
1884 days 08:00:00,-8.0
1886 days 23:00:00,9.0
1887 days 00:00:00,2.0
1889 days 15:00:00,1.0
1889 days 16:00:00,0.0
1892 days 07:00:00,2.0
1892 days 08:00:00,3.0
1894 days 23:00:00,-2.0
1895 days 00:00:00,-4.0
1897 days 15:00:00,-6.0
1897 days 16:00:00,-1.0
1900 days 07:00:00,2.0
1900 days 08:00:00,1.0
1902 days 23:00:00,-17.0
1903 days 00:00:00,-18.0
1905 days 15:00:00,-2.0
1905 days 16:00:00,-2.0
1908 days 07:00:00,-8.0
1908 days 08:00:00,-4.0
1910 days 23:00:00,-5.0
1911 days 00:00:00,-4.0
1913 days 15:00:00,-63.0
1913 days 16:00:00,-63.0
1916 days 07:00:00,-26.0
1916 days 08:00:00,-24.0
1918 days 23:00:00,-6.0
1919 days 00:00:00,-8.0
1921 days 15:00:00,3.0
1921 days 16:00:00,-2.0
1924 days 07:00:00,10.0
1924 days 08:00:00,8.0
1926 days 23:00:00,-5.0
1927 days 00:00:00,-3.0
1929 days 15:00:00,-16.0
1929 days 16:00:00,-17.0
1932 days 07:00:00,-14.0
1932 days 08:00:00,-15.0
1934 days 23:00:00,-5.0
1935 days 00:00:00,-2.0
1937 days 15:00:00,4.0
1937 days 16:00:00,5.0
1940 days 07:00:00,-27.0
1940 days 08:00:00,-23.0
1942 days 23:00:00,-3.0
1943 days 00:00:00,-2.0
1945 days 15:00:00,8.0
1945 days 16:00:00,10.0
1948 days 07:00:00,-7.0
1948 days 08:00:00,-7.0
1950 days 23:00:00,-5.0
1951 days 00:00:00,-4.0
1953 days 15:00:00,-2.0
1953 days 16:00:00,3.0
1956 days 07:00:00,-38.0
1956 days 08:00:00,-35.0
1958 days 23:00:00,-24.0
1959 days 00:00:00,-25.0
1961 days 15:00:00,-10.0
1961 days 16:00:00,-9.0
1964 days 07:00:00,-11.0
1964 days 08:00:00,-10.0
1966 days 23:00:00,2.0
1967 days 00:00:00,3.0
1969 days 15:00:00,-9.0
1969 days 16:00:00,-12.0
1972 days 07:00:00,0.0
1972 days 08:00:00,-2.0
1974 days 23:00:00,-5.0
1975 days 00:00:00,-6.0
1977 days 15:00:00,5.0
1977 days 16:00:00,4.0
1980 days 07:00:00,1.0
1980 days 08:00:00,0.0
1982 days 23:00:00,-14.0
1983 days 00:00:00,-18.0
1985 days 15:00:00,-17.0
1985 days 16:00:00,-15.0
1988 days 07:00:00,-12.0
1988 days 08:00:00,-10.0
1990 days 23:00:00,-12.0
1991 days 00:00:00,-14.0
1993 days 15:00:00,-2.0
1993 days 16:00:00,0.0
1996 days 07:00:00,2.0
1996 days 08:00:00,2.0
1998 days 23:00:00,6.0
1999 days 00:00:00,10.0
2001 days 15:00:00,3.0
2001 days 16:00:00,5.0
2004 days 07:00:00,4.0
2004 days 08:00:00,2.0
2006 days 23:00:00,-4.0
2007 days 00:00:00,-4.0
2009 days 15:00:00,12.0
2009 days 16:00:00,7.0
2012 days 07:00:00,-15.0
2012 days 08:00:00,-14.0
2014 days 23:00:00,5.0
2015 days 00:00:00,9.0
2017 days 15:00:00,-2.0
2017 days 16:00:00,-7.0
2020 days 07:00:00,-7.0
2020 days 08:00:00,-8.0
2022 days 23:00:00,1.0
2023 days 00:00:00,1.0
2025 days 15:00:00,3.0
2025 days 16:00:00,3.0
2028 days 07:00:00,-2.0
2028 days 08:00:00,-1.0
2030 days 23:00:00,4.0
2031 days 00:00:00,5.0
2033 days 15:00:00,-5.0
2033 days 16:00:00,-6.0
2036 days 07:00:00,-19.0
2036 days 08:00:00,-16.0
2038 days 23:00:00,-2.0
2039 days 00:00:00,-4.0
2041 days 15:00:00,-10.0
2041 days 16:00:00,-7.0
2044 days 07:00:00,-9.0
2044 days 08:00:00,-13.0
2046 days 23:00:00,1.0
2047 days 00:00:00,3.0
2049 days 15:00:00,5.0
2049 days 16:00:00,7.0
2052 days 07:00:00,9.0
2052 days 08:00:00,9.0
2054 days 23:00:00,6.0
2055 days 00:00:00,6.0
2057 days 15:00:00,-5.0
2057 days 16:00:00,-4.0
2060 days 07:00:00,2.0
2060 days 08:00:00,3.0
2062 days 23:00:00,0.0
2063 days 00:00:00,10.0
2065 days 15:00:00,-6.0
2065 days 16:00:00,-5.0
2068 days 07:00:00,5.0
2068 days 08:00:00,8.0
2070 days 23:00:00,-15.0
2071 days 00:00:00,-10.0
2073 days 15:00:00,-15.0
2073 days 16:00:00,-16.0
2076 days 07:00:00,-8.0
2076 days 08:00:00,-12.0
2078 days 23:00:00,-15.0
2079 days 00:00:00,-15.0
2081 days 15:00:00,-13.0
2081 days 16:00:00,-15.0
2084 days 07:00:00,-14.0
2084 days 08:00:00,-14.0
2086 days 23:00:00,-1.0
2087 days 00:00:00,4.0
2089 days 15:00:00,-7.0
2089 days 16:00:00,-8.0
2092 days 07:00:00,-11.0
2092 days 08:00:00,-12.0
2094 days 23:00:00,0.0
2095 days 00:00:00,0.0
2097 days 15:00:00,3.0
2097 days 16:00:00,-2.0
2100 days 07:00:00,-23.0
2100 days 08:00:00,-21.0
2102 days 23:00:00,-19.0
2103 days 00:00:00,-22.0
2105 days 15:00:00,-12.0
2105 days 16:00:00,-20.0
2108 days 07:00:00,-14.0
2108 days 08:00:00,-14.0
2110 days 23:00:00,-9.0
2111 days 00:00:00,-11.0
2113 days 15:00:00,-6.0
2113 days 16:00:00,-9.0
2116 days 07:00:00,-9.0
2116 days 08:00:00,-8.0
2118 days 23:00:00,-3.0
2119 days 00:00:00,-4.0
2121 days 15:00:00,7.0
2121 days 16:00:00,8.0
2124 days 07:00:00,2.0
2124 days 08:00:00,4.0
2126 days 23:00:00,-4.0
2127 days 00:00:00,-2.0
2129 days 15:00:00,-14.0
2129 days 16:00:00,-13.0
2132 days 07:00:00,-18.0
2132 days 08:00:00,-17.0
2134 days 23:00:00,-14.0
2135 days 00:00:00,-13.0
2137 days 15:00:00,-11.0
2137 days 16:00:00,-15.0
2140 days 07:00:00,-11.0
2140 days 08:00:00,-13.0
2142 days 23:00:00,0.0
2143 days 00:00:00,-1.0
2145 days 15:00:00,-12.0
2145 days 16:00:00,-11.0
2148 days 07:00:00,3.0
2148 days 08:00:00,2.0
2150 days 23:00:00,-1.0
2151 days 00:00:00,0.0
2153 days 15:00:00,-6.0
2153 days 16:00:00,-6.0
2156 days 07:00:00,-3.0
2156 days 08:00:00,-9.0
2158 days 23:00:00,-6.0
2159 days 00:00:00,-6.0
2161 days 15:00:00,-16.0
2161 days 16:00:00,-10.0
2164 days 07:00:00,-9.0
2164 days 08:00:00,-10.0
2166 days 23:00:00,-2.0
2167 days 00:00:00,-1.0
2169 days 15:00:00,1.0
2169 days 16:00:00,3.0
2172 days 07:00:00,-4.0
2172 days 08:00:00,0.0
2174 days 23:00:00,-5.0
2175 days 00:00:00,-3.0
2177 days 15:00:00,-11.0
2177 days 16:00:00,-10.0
2180 days 07:00:00,-7.0
2180 days 08:00:00,-7.0
2182 days 23:00:00,-21.0
2183 days 00:00:00,-14.0
2185 days 15:00:00,2.0
2185 days 16:00:00,3.0
2188 days 07:00:00,-23.0
2188 days 08:00:00,-17.0
2190 days 23:00:00,-3.0
0 days 00:00:00,-18.0
2 days 15:00:00,8.0
2 days 16:00:00,9.0
5 days 07:00:00,-1.0
5 days 08:00:00,-5.0
7 days 23:00:00,0.0
8 days 00:00:00,1.0
10 days 15:00:00,8.0
10 days 16:00:00,9.0
13 days 07:00:00,-3.0
13 days 08:00:00,1.0
15 days 23:00:00,-1.0
16 days 00:00:00,4.0
18 days 15:00:00,11.0
18 days 16:00:00,5.0
21 days 07:00:00,4.0
21 days 08:00:00,-1.0
23 days 23:00:00,3.0
24 days 00:00:00,2.0
26 days 15:00:00,11.0
26 days 16:00:00,11.0
29 days 07:00:00,10.0
29 days 08:00:00,14.0
31 days 23:00:00,1.0
32 days 00:00:00,2.0
34 days 15:00:00,4.0
34 days 16:00:00,5.0
37 days 07:00:00,8.0
37 days 08:00:00,11.0
39 days 23:00:00,-8.0
40 days 00:00:00,-1.0
42 days 15:00:00,1.0
42 days 16:00:00,3.0
45 days 07:00:00,-21.0
45 days 08:00:00,-23.0
47 days 23:00:00,2.0
48 days 00:00:00,2.0
50 days 15:00:00,16.0
50 days 16:00:00,15.0
53 days 07:00:00,18.0
53 days 08:00:00,18.0
55 days 23:00:00,17.0
56 days 00:00:00,17.0
58 days 15:00:00,28.0
58 days 16:00:00,33.0
61 days 07:00:00,-1.0
61 days 08:00:00,5.0
63 days 23:00:00,-2.0
64 days 00:00:00,2.0
66 days 15:00:00,6.0
66 days 16:00:00,7.0
69 days 07:00:00,16.0
69 days 08:00:00,18.0
71 days 23:00:00,1.0
72 days 00:00:00,2.0
74 days 15:00:00,1.0
74 days 16:00:00,1.0
77 days 07:00:00,-48.0
77 days 08:00:00,-41.0
79 days 23:00:00,-12.0
80 days 00:00:00,-12.0
82 days 15:00:00,10.0
82 days 16:00:00,12.0
85 days 07:00:00,-105.0
85 days 08:00:00,-104.0
87 days 23:00:00,-95.0
88 days 00:00:00,-88.0
90 days 15:00:00,-35.0
90 days 16:00:00,-35.0
93 days 07:00:00,-26.0
93 days 08:00:00,-32.0
95 days 23:00:00,-4.0
96 days 00:00:00,-7.0
98 days 15:00:00,-22.0
98 days 16:00:00,-22.0
101 days 07:00:00,-21.0
101 days 08:00:00,-19.0
103 days 23:00:00,-18.0
104 days 00:00:00,-13.0
106 days 15:00:00,-12.0
106 days 16:00:00,-12.0
109 days 07:00:00,-11.0
109 days 08:00:00,-15.0
111 days 23:00:00,-25.0
112 days 00:00:00,-23.0
114 days 15:00:00,-8.0
114 days 16:00:00,-9.0
117 days 07:00:00,2.0
117 days 08:00:00,5.0
119 days 23:00:00,-1.0
120 days 00:00:00,3.0
122 days 15:00:00,-49.0
122 days 16:00:00,-53.0
125 days 07:00:00,-9.0
125 days 08:00:00,-10.0
127 days 23:00:00,-11.0
128 days 00:00:00,-6.0
130 days 15:00:00,-18.0
130 days 16:00:00,-16.0
133 days 07:00:00,0.0
133 days 08:00:00,1.0
135 days 23:00:00,29.0
136 days 00:00:00,23.0
138 days 15:00:00,-16.0
138 days 16:00:00,-16.0
141 days 07:00:00,-4.0
141 days 08:00:00,-5.0
143 days 23:00:00,4.0
144 days 00:00:00,3.0
146 days 15:00:00,-3.0
146 days 16:00:00,-6.0
149 days 07:00:00,11.0
149 days 08:00:00,8.0
151 days 23:00:00,5.0
152 days 00:00:00,8.0
154 days 15:00:00,-3.0
154 days 16:00:00,-7.0
157 days 07:00:00,-8.0
157 days 08:00:00,-6.0
159 days 23:00:00,11.0
160 days 00:00:00,14.0
162 days 15:00:00,-1.0
162 days 16:00:00,1.0
165 days 07:00:00,-47.0
165 days 08:00:00,-49.0
167 days 23:00:00,-8.0
168 days 00:00:00,-9.0
170 days 15:00:00,12.0
170 days 16:00:00,13.0
173 days 07:00:00,-13.0
173 days 08:00:00,-7.0
175 days 23:00:00,2.0
176 days 00:00:00,3.0
178 days 15:00:00,3.0
178 days 16:00:00,3.0
181 days 07:00:00,11.0
181 days 08:00:00,11.0
183 days 23:00:00,-19.0
184 days 00:00:00,-19.0
186 days 15:00:00,14.0
186 days 16:00:00,14.0
189 days 07:00:00,7.0
189 days 08:00:00,6.0
191 days 23:00:00,-126.0
192 days 00:00:00,-127.0
194 days 15:00:00,-75.0
194 days 16:00:00,-73.0
197 days 07:00:00,-57.0
197 days 08:00:00,-57.0
199 days 23:00:00,-31.0
200 days 00:00:00,-29.0
202 days 15:00:00,-4.0
202 days 16:00:00,-2.0
205 days 07:00:00,-34.0
205 days 08:00:00,-34.0
207 days 23:00:00,-16.0
208 days 00:00:00,-18.0
210 days 15:00:00,-30.0
210 days 16:00:00,-35.0
213 days 07:00:00,-22.0
213 days 08:00:00,-25.0
215 days 23:00:00,-12.0
216 days 00:00:00,-10.0
218 days 15:00:00,35.0
218 days 16:00:00,27.0
221 days 07:00:00,-21.0
221 days 08:00:00,-19.0
223 days 23:00:00,-21.0
224 days 00:00:00,-18.0
226 days 15:00:00,-20.0
226 days 16:00:00,-18.0
229 days 07:00:00,-11.0
229 days 08:00:00,-8.0
231 days 23:00:00,-18.0
232 days 00:00:00,-18.0
234 days 15:00:00,-15.0
234 days 16:00:00,-19.0
237 days 07:00:00,-10.0
237 days 08:00:00,-13.0
239 days 23:00:00,-4.0
240 days 00:00:00,-3.0
242 days 15:00:00,-31.0
242 days 16:00:00,-34.0
245 days 07:00:00,-20.0
245 days 08:00:00,-17.0
247 days 23:00:00,-16.0
248 days 00:00:00,-19.0
250 days 15:00:00,-15.0
250 days 16:00:00,-15.0
253 days 07:00:00,-31.0
253 days 08:00:00,-26.0
255 days 23:00:00,-18.0
256 days 00:00:00,-12.0
258 days 15:00:00,-13.0
258 days 16:00:00,-12.0
261 days 07:00:00,-43.0
261 days 08:00:00,-34.0
263 days 23:00:00,-58.0
264 days 00:00:00,-53.0
266 days 15:00:00,-65.0
266 days 16:00:00,-60.0
269 days 07:00:00,-14.0
269 days 08:00:00,-15.0
271 days 23:00:00,9.0
272 days 00:00:00,-1.0
274 days 15:00:00,-15.0
274 days 16:00:00,-15.0
277 days 07:00:00,-13.0
277 days 08:00:00,-10.0
279 days 23:00:00,-14.0
280 days 00:00:00,-11.0
282 days 15:00:00,-22.0
282 days 16:00:00,-21.0
285 days 07:00:00,-26.0
285 days 08:00:00,-27.0
287 days 23:00:00,-3.0
288 days 00:00:00,-5.0
290 days 15:00:00,0.0
290 days 16:00:00,2.0
293 days 07:00:00,-55.0
293 days 08:00:00,-42.0
295 days 23:00:00,-30.0
296 days 00:00:00,-29.0
298 days 15:00:00,12.0
298 days 16:00:00,13.0
301 days 07:00:00,-4.0
301 days 08:00:00,1.0
303 days 23:00:00,-5.0
304 days 00:00:00,0.0
306 days 15:00:00,1.0
306 days 16:00:00,0.0
309 days 07:00:00,-23.0
309 days 08:00:00,-29.0
311 days 23:00:00,-21.0
